ENSG00000130749_ZC3H4_143,1,1,0,2,1
ENSG00000130749_ZC3H4_144,1,0,0,0,0
ENSG00000130749_ZC3H4_145,1,0,1,1,0
ENSG00000130749_ZC3H4_146,2,0,2,1,1
ENSG00000130749_ZC3H4_147,0,1,0,0,0
ENSG00000130749_ZC3H4_148,1,1,0,0,0
ENSG00000130749_ZC3H4_149,2,0,1,0,0
ENSG00000130749_ZC3H4_150,1,0,0,0,1
ENSG00000130749_ZC3H4_151,4,1,0,0,0
ENSG00000130749_ZC3H4_152,0,0,0,0,0
ENSG00000130749_ZC3H4_153,2,0,1,0,0
ENSG00000130749_ZC3H4_154,5,1,1,0,0
ENSG00000130749_ZC3H4_155,4,0,1,0,1
ENSG00000130749_ZC3H4_156,3,0,0,0,1
ENSG00000130749_ZC3H4_157,4,1,0,1,1
ENSG00000130749_ZC3H4_158,2,1,1,2,0
ENSG00000130749_ZC3H4_159,1,0,0,0,0
ENSG00000130749_ZC3H4_160,2,0,0,1,0
ENSG00000130749_ZC3H4_161,5,2,0,1,3
ENSG00000130749_ZC3H4_162,1,0,0,1,2
ENSG00000130749_ZC3H4_163,0,0,0,0,0
ENSG00000130749_ZC3H4_164,2,1,1,0,1
ENSG00000130749_ZC3H4_165,2,0,1,1,1
ENSG00000130749_ZC3H4_166,6,0,0,0,2
ENSG00000130749_ZC3H4_167,5,0,0,0,0
ENSG00000130749_ZC3H4_168,7,1,1,2,2
ENSG00000130749_ZC3H4_169,4,1,3,2,1
ENSG00000130749_ZC3H4_170,1,5,0,0,0
ENSG00000130749_ZC3H4_171,7,2,1,0,3
ENSG00000130749_ZC3H4_172,7,0,1,0,3
ENSG00000130749_ZC3H4_173,1,0,1,0,1
ENSG00000130749_ZC3H4_174,0,0,0,0,0
ENSG00000130749_ZC3H4_175,0,1,0,0,2
ENSG00000130749_ZC3H4_176,0,1,0,0,2
ENSG00000130749_ZC3H4_177,0,1,0,0,0
ENSG00000130749_ZC3H4_178,2,1,0,0,1
ENSG00000130749_ZC3H4_179,2,2,1,0,0
ENSG00000130749_ZC3H4_180,2,1,0,0,0
ENSG00000130749_ZC3H4_181,3,0,2,0,0
ENSG00000130749_ZC3H4_182,4,1,2,0,0
ENSG00000130749_ZC3H4_183,3,1,2,2,0
ENSG00000130749_ZC3H4_184,3,1,2,1,0
ENSG00000130749_ZC3H4_185,3,1,1,0,0
ENSG00000130749_ZC3H4_186,2,0,2,0,0
ENSG00000130749_ZC3H4_187,2,0,2,3,0
ENSG00000130749_ZC3H4_188,5,2,3,3,1
ENSG00000130749_ZC3H4_189,6,0,5,0,0
ENSG00000130749_ZC3H4_190,4,0,3,1,0
ENSG00000130749_ZC3H4_191,7,1,5,2,0
ENSG00000130749_ZC3H4_192,8,0,0,0,0
ENSG00000130749_ZC3H4_193,2,0,0,0,0
ENSG00000130749_ZC3H4_194,3,0,0,1,0
ENSG00000130749_ZC3H4_195,9,2,0,1,1
ENSG00000130749_ZC3H4_196,6,1,0,1,1
ENSG00000130749_ZC3H4_197,5,1,0,0,0
ENSG00000130749_ZC3H4_198,2,1,0,1,0
ENSG00000130749_ZC3H4_199,4,1,1,0,1
ENSG00000130749_ZC3H4_200,5,0,0,1,0
ENSG00000130751_NPAS1_1,1,1,3,3,1
ENSG00000130751_NPAS1_2,3,0,4,2,0
ENSG00000130751_NPAS1_3,3,0,0,1,1
ENSG00000130751_NPAS1_4,0,0,0,0,0
ENSG00000130751_NPAS1_5,0,1,0,1,0
ENSG00000130751_NPAS1_6,1,4,0,1,1
ENSG00000130751_NPAS1_7,1,3,1,1,1
ENSG00000130751_NPAS1_8,0,2,0,1,0
ENSG00000130751_NPAS1_9,0,2,0,0,1
ENSG00000130751_NPAS1_10,0,1,0,2,0
ENSG00000130751_NPAS1_11,0,0,0,3,0
ENSG00000130751_NPAS1_12,0,0,0,0,0
ENSG00000130751_NPAS1_13,1,0,1,1,1
ENSG00000130751_NPAS1_14,2,0,2,0,2
ENSG00000130751_NPAS1_15,1,1,0,1,0
ENSG00000130751_NPAS1_16,0,1,0,0,0
ENSG00000130751_NPAS1_17,0,0,0,0,1
ENSG00000130751_NPAS1_18,4,1,2,0,0
ENSG00000130751_NPAS1_19,12,4,1,1,3
ENSG00000130751_NPAS1_20,13,3,2,2,1
ENSG00000130751_NPAS1_21,20,8,2,2,0
ENSG00000130751_NPAS1_22,14,5,1,5,1
ENSG00000130751_NPAS1_23,9,3,0,2,0
ENSG00000130751_NPAS1_24,9,8,3,1,0
ENSG00000130751_NPAS1_25,11,6,2,2,1
ENSG00000130751_NPAS1_26,13,3,0,0,1
ENSG00000130751_NPAS1_27,8,1,1,2,2
ENSG00000130751_NPAS1_28,4,0,3,1,0
ENSG00000130751_NPAS1_29,3,0,2,0,4
ENSG00000130751_NPAS1_30,3,0,0,0,1
ENSG00000130751_NPAS1_31,4,0,0,0,2
ENSG00000130751_NPAS1_32,1,0,0,0,1
ENSG00000130751_NPAS1_33,0,0,1,1,0
ENSG00000130751_NPAS1_34,0,0,0,0,0
ENSG00000130751_NPAS1_35,0,2,3,0,0
ENSG00000130751_NPAS1_36,0,0,0,0,0
ENSG00000130751_NPAS1_37,2,1,0,0,0
ENSG00000130751_NPAS1_38,4,0,0,0,1
ENSG00000130751_NPAS1_39,1,0,0,0,0
ENSG00000130751_NPAS1_40,1,0,0,0,0
ENSG00000130751_NPAS1_41,0,2,0,0,0
ENSG00000130751_NPAS1_42,0,0,0,0,0
ENSG00000130751_NPAS1_43,1,0,0,0,0
ENSG00000130751_NPAS1_44,0,0,0,1,1
ENSG00000130751_NPAS1_45,0,0,0,0,0
ENSG00000130751_NPAS1_46,0,0,0,0,0
ENSG00000130751_NPAS1_47,3,0,2,1,1
ENSG00000130751_NPAS1_48,1,1,1,1,2
ENSG00000130751_NPAS1_49,3,3,0,0,3
ENSG00000130751_NPAS1_50,3,2,0,1,2
ENSG00000130751_NPAS1_51,1,0,0,0,1
ENSG00000130751_NPAS1_52,3,1,1,0,0
ENSG00000130751_NPAS1_53,4,1,1,2,1
ENSG00000130751_NPAS1_54,1,0,0,2,1
ENSG00000130751_NPAS1_55,0,0,0,0,0
ENSG00000130751_NPAS1_56,0,0,0,1,1
ENSG00000130751_NPAS1_57,0,0,0,3,1
ENSG00000130751_NPAS1_58,1,0,2,2,0
ENSG00000130751_NPAS1_59,1,1,1,1,0
ENSG00000130751_NPAS1_60,1,1,0,0,0
ENSG00000130751_NPAS1_61,4,1,2,0,0
ENSG00000130751_NPAS1_62,3,0,1,0,0
ENSG00000130751_NPAS1_63,1,0,2,2,1
ENSG00000130751_NPAS1_64,1,1,2,0,1
ENSG00000130751_NPAS1_65,3,0,1,0,1
ENSG00000130751_NPAS1_66,0,0,0,0,0
ENSG00000130751_NPAS1_67,0,0,0,0,0
ENSG00000130751_NPAS1_68,2,1,1,0,0
ENSG00000130751_NPAS1_69,0,1,1,1,0
ENSG00000130751_NPAS1_70,0,0,0,1,0
ENSG00000130751_NPAS1_71,0,0,0,0,0
ENSG00000130751_NPAS1_72,0,1,0,0,0
ENSG00000130751_NPAS1_73,0,1,1,2,2
ENSG00000130751_NPAS1_74,1,1,2,0,1
ENSG00000130751_NPAS1_75,1,0,1,2,1
ENSG00000130751_NPAS1_76,0,2,1,2,1
ENSG00000130751_NPAS1_77,2,0,0,1,1
ENSG00000130751_NPAS1_78,2,1,0,0,0
ENSG00000130751_NPAS1_79,3,1,0,0,0
ENSG00000130751_NPAS1_80,0,0,0,0,0
ENSG00000130751_NPAS1_81,2,0,0,0,0
ENSG00000130751_NPAS1_82,6,0,1,1,0
ENSG00000130751_NPAS1_83,6,1,4,2,1
ENSG00000130751_NPAS1_84,8,4,2,1,2
ENSG00000130751_NPAS1_85,10,3,1,0,2
ENSG00000130751_NPAS1_86,9,5,2,0,1
ENSG00000130751_NPAS1_87,11,10,2,2,3
ENSG00000130751_NPAS1_88,8,5,0,1,0
ENSG00000130751_NPAS1_89,3,4,0,1,0
ENSG00000130751_NPAS1_90,1,11,0,1,0
ENSG00000130751_NPAS1_91,2,6,0,1,0
ENSG00000130751_NPAS1_92,0,4,0,0,0
ENSG00000130751_NPAS1_93,4,6,0,0,0
ENSG00000130751_NPAS1_94,4,7,2,1,0
ENSG00000130751_NPAS1_95,9,3,2,1,0
ENSG00000130751_NPAS1_96,7,5,0,4,0
ENSG00000130751_NPAS1_97,5,5,0,3,0
ENSG00000130751_NPAS1_98,1,0,0,1,0
ENSG00000130751_NPAS1_99,1,1,0,0,0
ENSG00000130751_NPAS1_100,3,5,1,0,1
ENSG00000130751_NPAS1_101,2,5,1,4,1
ENSG00000130751_NPAS1_102,5,1,0,6,0
ENSG00000130751_NPAS1_103,5,5,1,1,1
ENSG00000130751_NPAS1_104,3,5,2,3,0
ENSG00000130751_NPAS1_105,12,7,1,3,2
ENSG00000130751_NPAS1_106,17,7,1,3,1
ENSG00000130751_NPAS1_107,8,6,2,4,0
ENSG00000130751_NPAS1_108,2,4,1,1,0
ENSG00000130751_NPAS1_109,4,4,0,3,0
ENSG00000130751_NPAS1_110,2,3,1,1,2
ENSG00000130751_NPAS1_111,2,3,1,5,0
ENSG00000130751_NPAS1_112,5,3,2,5,0
ENSG00000130751_NPAS1_113,8,0,3,3,2
ENSG00000130751_NPAS1_114,4,4,1,6,1
ENSG00000130751_NPAS1_115,6,2,2,6,0
ENSG00000130751_NPAS1_116,8,2,2,2,0
ENSG00000130751_NPAS1_117,6,5,2,3,0
ENSG00000130751_NPAS1_118,4,1,1,1,0
ENSG00000130751_NPAS1_119,3,0,1,2,0
ENSG00000130751_NPAS1_120,9,2,2,4,2
ENSG00000130751_NPAS1_121,12,2,2,2,0
ENSG00000130751_NPAS1_122,2,1,1,6,0
ENSG00000130751_NPAS1_123,4,4,4,6,0
ENSG00000130751_NPAS1_124,5,7,2,2,0
ENSG00000130751_NPAS1_125,6,6,3,4,0
ENSG00000130751_NPAS1_126,10,4,2,8,0
ENSG00000130751_NPAS1_127,7,2,1,4,0
ENSG00000130751_NPAS1_128,5,3,1,8,0
ENSG00000130751_NPAS1_129,4,2,1,2,2
ENSG00000130751_NPAS1_130,3,0,0,1,0
ENSG00000130751_NPAS1_131,1,0,0,0,0
ENSG00000130751_NPAS1_132,1,1,0,1,2
ENSG00000130751_NPAS1_133,4,3,0,2,2
ENSG00000130751_NPAS1_134,1,2,0,3,1
ENSG00000130751_NPAS1_135,1,0,1,7,1
ENSG00000130751_NPAS1_136,0,0,0,1,1
ENSG00000130751_NPAS1_137,5,0,4,5,1
ENSG00000130751_NPAS1_138,7,0,3,3,1
ENSG00000130751_NPAS1_139,2,0,0,5,0
ENSG00000130751_NPAS1_140,0,0,0,4,0
ENSG00000130751_NPAS1_141,0,0,0,1,0
ENSG00000130751_NPAS1_142,2,1,0,1,2
ENSG00000130751_NPAS1_143,1,0,0,2,1
ENSG00000130751_NPAS1_144,1,0,1,0,0
ENSG00000130751_NPAS1_145,1,0,0,0,0
ENSG00000130751_NPAS1_146,0,0,0,0,0
ENSG00000130751_NPAS1_147,1,0,0,1,0
ENSG00000130751_NPAS1_148,2,1,1,1,0
ENSG00000130751_NPAS1_149,2,1,2,6,1
ENSG00000130751_NPAS1_150,2,1,6,6,1
ENSG00000130751_NPAS1_151,2,0,5,1,0
ENSG00000130751_NPAS1_152,1,0,0,1,1
ENSG00000130751_NPAS1_153,1,0,0,1,1
ENSG00000130751_NPAS1_154,1,0,0,0,0
ENSG00000130751_NPAS1_155,3,0,2,2,0
ENSG00000130751_NPAS1_156,2,2,5,1,0
ENSG00000130751_NPAS1_157,3,2,3,1,1
ENSG00000130751_NPAS1_158,2,2,2,4,0
ENSG00000130751_NPAS1_159,1,0,0,0,0
ENSG00000130751_NPAS1_160,3,2,0,1,0
ENSG00000130751_NPAS1_161,1,1,2,3,0
ENSG00000130751_NPAS1_162,1,0,2,4,0
ENSG00000130751_NPAS1_163,1,0,1,2,0
ENSG00000130751_NPAS1_164,2,0,1,1,0
ENSG00000130751_NPAS1_165,3,0,1,2,0
ENSG00000130751_NPAS1_166,1,0,0,3,0
ENSG00000130751_NPAS1_167,0,0,0,2,0
ENSG00000130751_NPAS1_168,3,0,0,3,0
ENSG00000130751_NPAS1_169,9,1,4,3,0
ENSG00000130751_NPAS1_170,9,1,1,3,0
ENSG00000130751_NPAS1_171,7,5,0,4,0
ENSG00000130751_NPAS1_172,7,3,1,3,0
ENSG00000130751_NPAS1_173,6,3,2,5,0
ENSG00000130751_NPAS1_174,3,4,2,1,0
ENSG00000130751_NPAS1_175,1,2,0,2,1
ENSG00000130751_NPAS1_176,0,1,1,3,0
ENSG00000130751_NPAS1_177,0,1,2,2,0
ENSG00000130751_NPAS1_178,1,1,0,3,1
ENSG00000130751_NPAS1_179,6,0,1,3,2
ENSG00000130751_NPAS1_180,1,0,2,1,1
ENSG00000130751_NPAS1_181,0,0,1,2,0
ENSG00000130751_NPAS1_182,1,0,2,1,0
ENSG00000130751_NPAS1_183,0,0,0,0,0
ENSG00000130751_NPAS1_184,0,0,1,0,0
ENSG00000130751_NPAS1_185,2,0,0,1,0
ENSG00000130751_NPAS1_186,2,0,0,2,0
ENSG00000130751_NPAS1_187,1,0,0,1,0
ENSG00000130751_NPAS1_188,3,1,0,0,0
ENSG00000130751_NPAS1_189,3,0,0,2,1
ENSG00000130751_NPAS1_190,4,0,2,3,1
ENSG00000130751_NPAS1_191,5,0,1,0,1
ENSG00000130751_NPAS1_192,3,0,0,0,0
ENSG00000130751_NPAS1_193,1,0,0,1,0
ENSG00000130751_NPAS1_194,0,0,0,0,0
ENSG00000130751_NPAS1_195,2,1,1,2,0
ENSG00000130751_NPAS1_196,1,0,0,1,1
ENSG00000130751_NPAS1_197,1,1,0,0,2
ENSG00000130751_NPAS1_198,3,1,0,0,0
ENSG00000130751_NPAS1_199,2,0,0,0,0
ENSG00000130751_NPAS1_200,1,0,0,0,0
ENSG00000130755_GMFG_1,1,0,1,0,3
ENSG00000130755_GMFG_2,5,2,2,0,0
ENSG00000130755_GMFG_3,6,1,3,1,0
ENSG00000130755_GMFG_4,12,1,8,3,2
ENSG00000130755_GMFG_5,7,1,6,3,2
ENSG00000130755_GMFG_6,7,4,2,1,0
ENSG00000130755_GMFG_7,4,0,1,2,2
ENSG00000130755_GMFG_8,1,0,1,0,0
ENSG00000130755_GMFG_9,1,2,1,0,3
ENSG00000130755_GMFG_10,7,2,0,0,4
ENSG00000130755_GMFG_11,3,4,1,3,2
ENSG00000130755_GMFG_12,6,2,3,2,1
ENSG00000130755_GMFG_13,7,1,3,1,1
ENSG00000130755_GMFG_14,5,1,0,0,3
ENSG00000130755_GMFG_15,1,1,1,0,1
ENSG00000130755_GMFG_16,2,3,2,0,2
ENSG00000130755_GMFG_17,6,1,0,0,0
ENSG00000130755_GMFG_18,4,2,0,1,2
ENSG00000130755_GMFG_19,5,0,0,2,2
ENSG00000130755_GMFG_20,5,1,2,1,1
ENSG00000130755_GMFG_21,6,1,1,2,1
ENSG00000130755_GMFG_22,5,0,0,1,1
ENSG00000130755_GMFG_23,2,1,1,1,2
ENSG00000130755_GMFG_24,8,3,1,0,4
ENSG00000130755_GMFG_25,9,3,2,1,2
ENSG00000130755_GMFG_26,2,0,1,1,0
ENSG00000130755_GMFG_27,1,1,0,0,0
ENSG00000130755_GMFG_28,0,0,0,1,0
ENSG00000130755_GMFG_29,4,0,0,3,2
ENSG00000130755_GMFG_30,1,1,4,3,0
ENSG00000130755_GMFG_31,0,1,3,1,0
ENSG00000130755_GMFG_32,1,0,2,1,0
ENSG00000130755_GMFG_33,0,1,0,3,2
ENSG00000130755_GMFG_34,1,1,3,1,2
ENSG00000130755_GMFG_35,3,0,2,1,2
ENSG00000130755_GMFG_36,1,1,0,0,3
ENSG00000130755_GMFG_37,1,0,0,0,3
ENSG00000130755_GMFG_38,1,0,0,0,0
ENSG00000130755_GMFG_39,0,0,0,0,0
ENSG00000130755_GMFG_40,1,0,0,0,0
ENSG00000130755_GMFG_41,0,1,2,0,3
ENSG00000130755_GMFG_42,1,0,1,0,1
ENSG00000130755_GMFG_43,0,0,1,0,1
ENSG00000130755_GMFG_44,0,0,1,1,0
ENSG00000130755_GMFG_45,2,0,0,0,0
ENSG00000130755_GMFG_46,1,0,0,0,0
ENSG00000130755_GMFG_47,1,0,0,1,0
ENSG00000130755_GMFG_48,1,0,0,1,0
ENSG00000130755_GMFG_49,3,0,0,1,0
ENSG00000130755_GMFG_50,3,0,1,0,1
ENSG00000130755_GMFG_51,4,0,2,0,0
ENSG00000130755_GMFG_52,5,0,2,2,2
ENSG00000130755_GMFG_53,1,0,2,2,1
ENSG00000130755_GMFG_54,1,1,1,2,2
ENSG00000130755_GMFG_55,5,0,3,1,1
ENSG00000130755_GMFG_56,4,0,1,0,0
ENSG00000130755_GMFG_57,1,0,2,0,1
ENSG00000130755_GMFG_58,2,1,2,1,1
ENSG00000130755_GMFG_59,2,0,0,2,0
ENSG00000130755_GMFG_60,0,1,0,0,0
ENSG00000130755_GMFG_61,1,0,0,1,2
ENSG00000130755_GMFG_62,0,0,0,0,2
ENSG00000130755_GMFG_63,2,1,0,0,1
ENSG00000130755_GMFG_64,4,0,1,0,1
ENSG00000130755_GMFG_65,2,0,2,0,0
ENSG00000130755_GMFG_66,3,0,1,0,0
ENSG00000130755_GMFG_67,0,0,0,0,0
ENSG00000130755_GMFG_68,0,0,0,0,0
ENSG00000130755_GMFG_69,1,0,2,0,0
ENSG00000130755_GMFG_70,4,3,3,0,0
ENSG00000130755_GMFG_71,1,0,2,1,0
ENSG00000130755_GMFG_72,1,0,0,0,1
ENSG00000130755_GMFG_73,0,0,0,0,0
ENSG00000130755_GMFG_74,0,0,0,0,1
ENSG00000130755_GMFG_75,0,1,0,0,2
ENSG00000130755_GMFG_76,0,2,1,0,2
ENSG00000130755_GMFG_77,1,3,2,1,1
ENSG00000130755_GMFG_78,1,1,3,0,1
ENSG00000130755_GMFG_79,0,0,3,0,1
ENSG00000130755_GMFG_80,0,1,0,0,1
ENSG00000130755_GMFG_81,0,0,0,0,0
ENSG00000130755_GMFG_82,0,0,0,0,0
ENSG00000130755_GMFG_83,1,2,0,0,0
ENSG00000130755_GMFG_84,5,1,2,0,0
ENSG00000130755_GMFG_85,1,0,0,1,1
ENSG00000130755_GMFG_86,2,1,2,3,2
ENSG00000130755_GMFG_87,2,1,5,3,2
ENSG00000130755_GMFG_88,2,1,4,1,2
ENSG00000130755_GMFG_89,1,0,0,0,2
ENSG00000130755_GMFG_90,1,0,0,0,0
ENSG00000130755_GMFG_91,2,1,2,0,0
ENSG00000130755_GMFG_92,11,2,1,0,1
ENSG00000130755_GMFG_93,16,9,1,0,2
ENSG00000130755_GMFG_94,15,13,1,0,1
ENSG00000130755_GMFG_95,12,16,2,1,1
ENSG00000130755_GMFG_96,19,18,1,2,1
ENSG00000130755_GMFG_97,9,14,0,0,2
ENSG00000130755_GMFG_98,5,14,2,0,1
ENSG00000130755_GMFG_99,3,7,2,0,0
ENSG00000130755_GMFG_100,9,5,1,0,1
ENSG00000130755_GMFG_101,14,5,1,0,1
ENSG00000130755_GMFG_102,14,2,1,0,1
ENSG00000130755_GMFG_103,2,1,0,0,0
ENSG00000130755_GMFG_104,2,1,0,1,0
ENSG00000130755_GMFG_105,6,4,0,0,0
ENSG00000130755_GMFG_106,5,2,0,0,1
ENSG00000130755_GMFG_107,4,2,1,0,0
ENSG00000130755_GMFG_108,7,1,1,1,0
ENSG00000130755_GMFG_109,2,0,1,0,0
ENSG00000130755_GMFG_110,0,0,0,0,0
ENSG00000130755_GMFG_111,0,1,0,1,1
ENSG00000130755_GMFG_112,2,2,0,1,0
ENSG00000130755_GMFG_113,5,0,0,2,0
ENSG00000130755_GMFG_114,8,1,2,2,0
ENSG00000130755_GMFG_115,10,3,4,0,1
